X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
-15.2828,207.187,1.64443,94.2188,207.75
0,0,1.64797,94.4219,0
-20.319,211.024,1.66679,95.5,212
0,0,1.67033,95.7031,0
-37.9729,230.392,1.73415,99.3594,233.5
0,0,1.75978,100.828,0
-53.9698,254.592,1.77969,101.969,260.25
-55.8386,258.539,1.78351,102.188,264.5
-87.0228,313.133,1.84187,105.531,325
0,0,1.89395,108.516,0
-657.025,1906.46,1.90268,109.016,2016.5
-705.126,1909.73,1.9245,110.266,2035.75
-754.383,1912.06,1.94659,111.531,2055.5
-799.632,1898.2,1.96949,112.844,2059.75
-857.065,1917.97,1.99104,114.078,2100.75
-899.485,1895.12,2.01394,115.391,2097.75
-951.735,1894.64,2.03631,116.672,2120.25
-1383.74,2491.54,2.07776,119.047,2850
-1437.84,2457.82,2.10012,120.328,2847.5
-1581.46,2445.44,2.14484,122.891,2912.25
-1607.46,2366.42,2.16748,124.188,2860.75
-3774.57,4872.2,2.22993,127.766,6163.25
-4402.55,4749.67,2.31829,132.828,6476.25
-4566.19,4707.85,2.34092,134.125,6558.5
-4676.01,4610.19,2.36328,135.406,6566.5
-4724.08,4453.72,2.38564,136.688,6492.5
-4925.82,4442.55,2.40773,137.953,6633.25
-5085.34,4381.82,2.43037,139.25,6712.75
-5237.04,4312.31,2.45273,140.531,6784
-5392.22,3684.38,2.54218,145.656,6530.75
-2294.18,1002.75,2.72953,156.391,2503.75
-1107.14,441.707,2.76198,158.25,1192
-1094.45,406.483,2.78598,159.625,1167.5
-1122.51,388.227,2.80861,160.922,1187.75
-1179.56,380.778,2.82934,162.109,1239.5
-1250.14,374.395,2.85061,163.328,1305
-1205.8,329.45,2.87488,164.719,1250
-1180.28,295.649,2.89615,165.938,1216.75
-1176.33,265.843,2.91933,167.266,1206
0,0,3.07887,176.406,0
-172.001,9.24986,3.08787,176.922,172.25
-228.067,9.14824,3.1015,177.703,228.25
-740.423,22.0176,3.11186,178.297,740.75
-329.323,-21.1331,3.20568,183.672,330
-326.487,-28.7425,3.2294,185.031,327.75
-312.631,-34.2378,3.25067,186.25,314.5
-339.354,-51.5677,3.2924,188.641,343.25
-337.211,-58.5108,3.3134,189.844,342.25
-335.35,-64.5203,3.33167,190.891,341.5
-332.449,-73.6061,3.35948,192.484,340.5
-330.806,-79.6093,3.37775,193.531,340.25
-329.014,-86.7171,3.3993,194.766,340.25
-327.079,-94.6566,3.4233,196.141,340.5
-325.468,-101.741,3.44457,197.359,341
-322.487,-110.057,3.47048,198.844,340.75
-320.721,-115.841,3.4882,199.859,341
-319.784,-123.353,3.50975,201.094,342.75
-317.122,-131.355,3.53429,202.5,343.25
-314.336,-140.361,3.56156,204.062,344.25
-312.504,-146.761,3.58065,205.156,345.25
-310.331,-155.253,3.60547,206.578,347
-309.567,-161.149,3.62156,207.5,349
-305.483,-171.844,3.65401,209.359,350.5
-303.481,-179.32,3.67528,210.578,352.5
-302.009,-185.637,3.69273,211.578,354.5
-300.038,-194.38,3.71646,212.938,357.5
-297.917,-201.656,3.73664,214.094,359.75
0,0,3.77209,216.125,0
-316.764,-536.75,4.17924,239.453,623.25
-292.05,-640.839,4.28478,245.5,704.25
-266.994,-627.565,4.31014,246.953,682
-249.342,-623.491,4.33196,248.203,671.5
-231.6,-621.5,4.35568,249.562,663.25
-215.097,-619.733,4.37832,250.859,656
-197.066,-616.783,4.40313,252.281,647.5
-181.359,-615.33,4.42577,253.578,641.5
-166.919,-614.223,4.44704,254.797,636.5
-150.992,-609.836,4.46968,256.094,628.25
-135.881,-611.331,4.49367,257.469,626.25
-121.474,-607.219,4.51494,258.688,619.25
-106.214,-605.251,4.53867,260.047,614.5
-93.1144,-603.863,4.5594,261.234,611
-77.3942,-601.794,4.58449,262.672,606.75
-63.6816,-601.136,4.60685,263.953,604.5
-50.5073,-599.878,4.62839,265.188,602
-35.4586,-598.45,4.65321,266.609,599.5
-22.4455,-596.078,4.67475,267.844,596.5
3.42655,-598.74,4.71811,270.328,598.75
18.4509,-614.973,4.74238,271.719,615.25
29.9624,-590.24,4.76311,272.906,591
43.4191,-588.651,4.78602,274.219,590.25
56.891,-587.502,4.80892,275.531,590.25
70.5227,-586.274,4.8321,276.859,590.5
82.0546,-585.024,4.85174,277.984,590.75
96.7458,-583.028,4.87683,279.422,591
110.401,-582.378,4.89974,280.734,592.75
122.332,-581.778,4.91964,281.875,594.5
136.945,-581.595,4.94364,283.25,597.5
148.433,-578.511,4.96355,284.391,597.25
162.748,-576.467,4.98755,285.766,599
176.078,-575.935,5.00909,287,602.25
163.273,-483.158,5.03827,288.672,510
176.925,-450.235,5.08681,291.453,483.75
179.86,-426.637,5.11136,292.859,463
0,0,5.13617,294.281,0
289.963,-567.178,5.18499,297.078,637
315.785,-586.943,5.20599,298.281,666.5
320.688,-563.946,5.22944,299.625,648.75
336.046,-563.1,5.25044,300.828,655.75
354.831,-562.719,5.27498,302.234,665.25
369.538,-560.972,5.29489,303.375,671.75
386.975,-559.455,5.31752,304.672,680.25
423.7,-558.462,5.36143,307.188,701
452.565,-571.512,5.38215,308.375,729
457.909,-553.031,5.40397,309.625,718
477.608,-549.431,5.42797,311,728
499.956,-551.319,5.44897,312.203,744.25
530.566,-559.411,5.47133,313.484,771
779.751,-111.977,6.14055,351.828,787.75
779.716,-110.453,6.14246,351.938,787.5
775.363,-91.5599,6.16564,353.266,780.75
773.174,-74.4522,6.18719,354.5,776.75
770.249,-55.554,6.21119,355.875,772.25
767.761,-38.9811,6.23246,357.094,768.75
766.953,-21.3433,6.25536,358.406,767.25
766.492,-3.55757,6.27854,359.734,766.5
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
763.676,10.622,0.0139081,0.796875,763.75
760.544,26.3511,0.0346338,1.98438,761
756.71,44.2113,0.0583594,3.34375,758
761.212,62.2068,0.0815395,4.67188,763.75
0,0,0.124355,7.125,0
2442.08,306.612,0.1249,7.15625,2461.25
1913.11,288.583,0.149716,8.57812,1934.75
1880.31,326.793,0.172078,9.85938,1908.5
2737.79,590.524,0.212439,12.1719,2800.75
1713.93,419.396,0.239983,13.75,1764.5
327.97,110.235,0.324249,18.5781,346
308.531,110.584,0.344157,19.7188,327.75
0,0,0.371155,21.2656,0
299.947,117.114,0.372246,21.3281,322
0,0,0.393517,22.5469,0
287.561,121.692,0.400335,22.9375,312.25
319.201,157.629,0.458694,26.2812,356
312.538,161.939,0.478056,27.3906,352
304.859,165.74,0.497964,28.5312,347
304.643,174.338,0.51978,29.7812,351
307.257,185.189,0.542415,31.0781,358.75
0,0,0.595593,34.125,0
509.448,364.644,0.621228,35.5938,626.5
482.877,365.735,0.648226,37.1406,605.75
469.095,372.091,0.670588,38.4219,598.75
456.158,380.858,0.695677,39.8594,594.25
445.375,388.867,0.717766,41.125,591.25
437.927,399.094,0.739037,42.3438,592.5
368.288,356.039,0.76849,44.0312,512.25
346.249,352.345,0.794124,45.5,494
331.928,353.622,0.817032,46.8125,485
317.32,355.137,0.841575,48.2188,476.25
75.075,116.09,0.996746,57.1094,138.25
72.5915,117.952,1.01911,58.3906,138.5
70.3146,120.193,1.04147,59.6719,139.25
0,0,1.0442,59.8281,0
68.095,122.61,1.06383,60.9531,140.25
0,0,1.06683,61.125,0
66.3846,126.093,1.08619,62.2344,142.5
0,0,1.08919,62.4062,0
64.1823,128.906,1.10883,63.5312,144
62.0647,131.875,1.13092,64.7969,145.75
55.8786,153.655,1.222,70.0156,163.5
52.4288,154.866,1.24436,71.2969,163.5
48.878,155.761,1.26673,72.5781,163.25
46.0241,156.628,1.285,73.625,163.25
41.7582,157.56,1.31172,75.1562,163
38.2833,158.698,1.33408,76.4375,163.25
0,0,1.33599,76.5469,0
34.841,160.256,1.35672,77.7344,164
0,0,1.35836,77.8281,0
30.8679,159.032,1.37908,79.0156,162
23.8367,160.995,1.42381,81.5781,162.75
16.1927,182.784,1.48244,84.9375,183.5
12.1502,184.601,1.50507,86.2344,185
8.14947,187.823,1.52743,87.5156,188
4.00004,192.959,1.55007,88.8125,193
-0.213815,196.25,1.57189,90.0625,196.25
0,0,1.58279,90.6875,0
-4.61796,199.196,1.59398,91.3281,199.25
0,0,1.60543,91.9844,0
-9.17498,202.542,1.61606,92.5938,202.75
-14.0112,206.024,1.6387,93.8906,206.5
-19.02,210.141,1.66106,95.1719,211
0,0,1.67251,95.8281,0
0,0,1.69515,97.125,0
-37.4168,228.963,1.73278,99.2812,232
-40.1274,236.622,1.73878,99.625,240
0,0,1.73987,99.6875,0
0,0,1.76251,100.984,0
-54.7474,258.261,1.77969,101.969,264
-82.9355,310.877,1.8315,104.938,321.75
-643.368,1912.43,1.89532,108.594,2017.75
0,0,1.89695,108.688,0
-692.186,1913.13,1.91795,109.891,2034.5
-738.764,1907.43,1.94031,111.172,2045.5
-785.591,1905.41,1.96186,112.406,2061
-835.293,1898.36,1.98531,113.75,2074
-888.138,1905.98,2.00685,114.984,2102.75
-936.875,1899.8,2.02894,116.25,2118.25
-988.365,1896.11,2.05131,117.531,2138.25
-1408.66,2447.58,2.09303,119.922,2824
-1398.85,2303.82,2.11648,121.266,2695.25
-1564.88,2456.38,2.13803,122.5,2912.5
-1592.31,2380.26,2.16039,123.781,2863.75
-1642.26,2339.96,2.18275,125.062,2858.75
-4185.92,4786.29,2.28938,131.172,6358.5
-4526.98,4728.96,2.33438,133.75,6546.5
-4637.96,4632.92,2.35674,135.031,6555.5
-4663.56,4454.67,2.3791,136.312,6449.25
-4853.09,4434.9,2.40119,137.578,6574.25
-5050.94,4414.97,2.42328,138.844,6708.5
-5211.01,4348.42,2.44619,140.156,6787
-5281.1,3661.51,2.53536,145.266,6426.25
-2329.78,1040.34,2.72162,155.938,2551.5
-2300.17,965.283,2.74426,157.234,2494.5
-1091.43,414.53,2.77862,159.203,1167.5
-1109.66,394.657,2.79989,160.422,1177.75
-1154.86,381.518,2.82252,161.719,1216.25
-1242.17,380.883,2.84407,162.953,1299.25
-1217.75,343.443,2.8667,164.25,1265.25
-1188.81,306.759,2.88906,165.531,1227.75
-1174.01,273.743,2.91252,166.875,1205.5
-303.126,41.8439,3.00442,172.141,306
-165.937,10.195,3.08023,176.484,166.25
-214.755,10.2573,3.09387,177.266,215
0,0,3.15359,180.688,0
-329.123,-27.2568,3.22422,184.734,330.25
0,0,3.24331,185.828,0
-321.147,-34.5501,3.24876,186.141,323
-338.121,-54.5924,3.30167,189.172,342.5
-335.578,-64.659,3.33194,190.906,341.75
-334.23,-70.0897,3.3483,191.844,341.5
-331.404,-77.081,3.37012,193.094,340.25
-328.943,-86.9862,3.40012,194.812,340.25
-327.817,-92.067,3.41539,195.688,340.5
-326.1,-99.6978,3.4383,197,341
-322.934,-107.953,3.4642,198.484,340.5
-320.467,-116.541,3.49038,199.984,341
-319.752,-122.74,3.50811,201,342.5
-317.122,-131.355,3.53429,202.5,343.25
-315.773,-137.096,3.5512,203.469,344.25
-313.976,-142.983,3.56892,204.484,345
-311.639,-151.47,3.59401,205.922,346.5
-309.552,-159.002,3.6161,207.188,348
-307.65,-168.454,3.64255,208.703,350.75
-305.464,-174.917,3.66164,209.797,352
-303.167,-183.739,3.68646,211.219,354.5
-301.287,-189.637,3.70337,212.188,356
-298.641,-200.134,3.732,213.828,359.5
-300.277,-207.945,3.74727,214.703,365.25
-347.617,-548.942,4.14788,237.656,649.75
-288.052,-622.593,4.27905,245.172,686
-274.644,-628.35,4.30032,246.391,685.75
-254.603,-626.221,4.32623,247.875,676
-238.461,-624.255,4.3475,249.094,668.25
-220.155,-620.077,4.37123,250.453,658
-202.795,-617.818,4.39523,251.828,650.25
-188.1,-616.44,4.41622,253.031,644.5
-173.521,-615.249,4.4375,254.25,639.25
-158.284,-613.407,4.45986,255.531,633.5
-140.824,-610.724,4.48577,257.016,626.75
-128.15,-609.422,4.50513,258.125,622.75
-112.926,-608.358,4.52885,259.484,618.75
-98.1625,-605.849,4.55176,260.797,613.75
-84.3345,-603.637,4.57358,262.047,609.5
-69.6089,-600.731,4.59703,263.391,604.75
-53.756,-599.344,4.62294,264.875,601.75
-41.3493,-598.323,4.64339,266.047,599.75
-27.5645,-597.615,4.6663,267.359,598.25
-13.9907,-596.336,4.68893,268.656,596.5
-1.68096,-615.498,4.70966,269.844,615.5
12.332,-611.126,4.73257,271.156,611.25
25.6373,-590.944,4.75575,272.484,591.5
39.5823,-589.172,4.77947,273.844,590.5
51.9443,-588.211,4.80047,275.047,590.5
65.5362,-586.6,4.82365,276.375,590.25
78.3172,-585.031,4.84547,277.625,590.25
91.9339,-583.553,4.86865,278.953,590.75
103.981,-582.289,4.8891,280.125,591.5
116.517,-582.46,4.90983,281.312,594
130.856,-582.739,4.93328,282.656,597.25
145.117,-579.352,4.95782,284.062,597.25
156.857,-577.839,4.97746,285.188,598.75
170.062,-576.437,4.99927,286.438,601
186.302,-578.753,5.02382,287.844,608
177.016,-432.691,5.10072,292.25,467.5
0,0,5.1509,295.125,0
283.11,-567.837,5.1749,296.5,634.5
313.558,-564.227,5.21962,299.062,645.5
330.867,-565.579,5.24171,300.328,655.25
346.444,-562.936,5.26407,301.609,661
364.361,-561.072,5.28834,303,669
379.469,-557.33,5.31016,304.25,674.25
397.88,-559.747,5.33034,305.406,686.75
428.384,-574.334,5.35325,306.719,716.5
450.183,-551.615,5.39688,309.219,712
469.51,-548.821,5.42006,310.547,722.25
490.302,-550.248,5.44024,311.703,737
518.543,-556.987,5.46206,312.953,761
149.892,-93.664,5.72468,328,176.75
0,0,6.1381,351.688,0
779.37,-95.9145,6.16073,352.984,785.25
773.423,-77.0316,6.18391,354.312,777.25
775.998,-59.1605,6.20709,355.641,778.25
767.856,-41.9257,6.22864,356.875,769
768.141,-23.4729,6.25264,358.25,768.5
766.476,-6.06588,6.27527,359.547,766.5
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
762.651,12.2719,0.0160897,0.921875,762.75
759.969,28.4064,0.0373609,2.14062,760.5
756.923,44.8452,0.0591775,3.39062,758.25
764.383,63.3054,0.0826304,4.73438,767
2433.22,308.871,0.126264,7.23438,2452.75
0,0,0.127354,7.29688,0
1900.27,289.828,0.151353,8.67188,1922.25
0,0,0.194713,11.1562,0
2737.47,594.362,0.213803,12.25,2801.25
0,0,0.217075,12.4375,0
1721.97,423.355,0.241073,13.8125,1773.25
1699.88,458.961,0.263708,15.1094,1760.75
1682.96,495.022,0.28607,16.3906,1754.25
336.077,127.643,0.362974,20.7969,359.5
305.269,128.598,0.398698,22.8438,331.25
289.488,129.172,0.419697,24.0469,317
284.218,133.478,0.439059,25.1562,314
286.272,142.437,0.461694,26.4531,319.75
290.954,151.966,0.481329,27.5781,328.25
294.519,164.306,0.508872,29.1562,337.25
300.436,173.129,0.52278,29.9531,346.75
0,0,0.598593,34.2969,0
509.776,368.042,0.625318,35.8281,628.75
479.69,365.798,0.651498,37.3281,603.25
468.993,372.219,0.67086,38.4375,598.75
458.526,381.14,0.693495,39.7344,596.25
446.222,387.895,0.715584,41,591.25
437.013,399.354,0.740401,42.4219,592
366.905,355.671,0.769853,44.1094,511
346.074,352.167,0.794124,45.5,493.75
333.385,353.625,0.81485,46.6875,486
318.938,354.021,0.837485,47.9844,476.5
0,0,0.957476,54.8594,0
0,0,0.980111,56.1562,0
75.8649,117.663,0.998109,57.1875,140
72.2998,117.838,1.02047,58.4688,138.25
69.7402,119.66,1.04311,59.7656,138.5
0,0,1.0472,60,0
0,0,1.06983,61.2969,0
0,0,1.09219,62.5781,0
64.0417,128.975,1.10992,63.5938,144
61.5663,131.281,1.13228,64.875,145
55.6676,153.466,1.22282,70.0625,163.25
52.3021,154.909,1.24518,71.3438,163.5
48.9746,156.517,1.26754,72.625,164
41.7569,158.078,1.31254,75.2031,163.5
0,0,1.31663,75.4375,0
38.1382,158.475,1.33463,76.4688,163
0,0,1.33899,76.7188,0
34.7536,160.275,1.35727,77.7656,164
0,0,1.36136,78,0
30.7811,159.049,1.37963,79.0469,162
27.2171,159.697,1.40199,80.3281,162
16.0711,182.544,1.48298,84.9688,183.25
12.1337,184.351,1.50507,86.2344,184.75
8.09825,187.826,1.52771,87.5312,188
3.96377,191.209,1.55007,88.8125,191.25
-0.106913,196.5,1.57134,90.0312,196.5
0,0,1.58579,90.8594,0
-4.54892,200.949,1.59343,91.2969,201
0,0,1.60843,92.1562,0
-9.07476,201.546,1.61579,92.5781,201.75
-13.9212,205.529,1.63843,93.875,206
0,0,1.65315,94.7188,0
-18.883,209.902,1.66052,95.1406,210.75
0,0,1.67551,96,0
0,0,1.69815,97.2969,0
-31.2981,231.393,1.70524,97.7031,233.5
0,0,1.74287,99.8594,0
0,0,1.76551,101.156,0
-56.3831,257.653,1.78623,102.344,263.75
-84.1218,310.559,1.83532,105.156,321.75
-644.369,1913.68,1.89559,108.609,2019.25
0,0,1.89995,108.859,0
-688.68,1906.69,1.91741,109.859,2027.25
-741.149,1916.7,1.93977,111.141,2055
-789.448,1913.28,1.96213,112.422,2069.75
-832.303,1898.58,1.98395,113.672,2073
-892.582,1918.25,2.00631,114.953,2115.75
-935.694,1898.71,2.02867,116.234,2116.75
-986.808,1894.39,2.05103,117.516,2136
-1410.7,2449.58,2.0933,119.938,2826.75
-1383.1,2282.09,2.11566,121.219,2668.5
-1564.21,2458.29,2.13748,122.469,2913.75
-1593.33,2383.18,2.16012,123.766,2866.75
-1641.4,2338.74,2.18275,125.062,2857.25
-4166.33,4763.9,2.28938,131.172,6328.75
-4540.81,4748.6,2.33383,133.719,6570.25
-4631.89,4631.91,2.35619,135,6550.5
-4669.44,4465.16,2.37855,136.281,6460.75
-4848.93,4433.52,2.40092,137.562,6570.25
-5052.44,4416.29,2.42328,138.844,6710.5
-5214.93,4358.93,2.44537,140.109,6796.75
-5269.86,3657.98,2.53482,145.234,6415
-2299.57,967.986,2.74316,157.172,2495
-1091.22,416.494,2.77698,159.109,1168
-1108.48,394.238,2.79989,160.422,1176.5
-1151.29,382.776,2.82061,161.609,1213.25
-1231.51,379.821,2.84243,162.859,1288.75
-1220.99,347.594,2.86425,164.109,1269.5
-1189.28,307.919,2.88824,165.484,1228.5
-1173.24,275.927,2.91061,166.766,1205.25
-294.009,43.7767,2.99378,171.531,297.25
-164.423,10.3721,3.07859,176.391,164.75
-211.601,13.0005,3.08023,176.484,212
-544.097,12.9129,3.11786,178.641,544.25
-353.554,-17.7547,3.19177,182.875,354
-329.004,-25.6215,3.21931,184.453,330
0,0,3.22395,184.719,0
-323.383,-32.3839,3.2414,185.719,325
0,0,3.24631,186,0
-338.239,-53.8546,3.29949,189.047,342.5
-336.575,-60.6722,3.31994,190.219,342
-334.173,-70.3631,3.34912,191.891,341.5
-331.2,-79.0357,3.37585,193.422,340.5
-329.273,-85.7297,3.3963,194.594,340.25
-328.108,-91.9556,3.41484,195.656,340.75
-325.8,-100.676,3.4413,197.172,341
-323.23,-107.856,3.46366,198.453,340.75
-321.894,-113.296,3.48002,199.391,341.25
-320.182,-120.906,3.50265,200.688,342.25
-317.194,-129.867,3.5302,202.266,342.75
-315.394,-137.341,3.55229,203.531,344
-314.171,-142.554,3.56756,204.406,345
-311.681,-151.385,3.59374,205.906,346.5
-308.808,-159.899,3.61937,207.375,347.75
-306.526,-166.862,3.6401,208.562,349
-304.577,-175.957,3.66546,210.016,351.75
-303.95,-181.954,3.68101,210.906,354.25
-300.565,-191.71,3.70937,212.531,356.5
-300.161,-197.848,3.72437,213.391,359.5
-298.166,-206.603,3.74755,214.719,362.75
-341.965,-305.046,3.86999,221.734,458.25
-306.718,-657.752,4.27605,245,725.75
-277.204,-628.591,4.29705,246.203,687
-256.746,-625.616,4.32296,247.688,676.25
-239.75,-624.564,4.34587,249,669
-222.433,-622.185,4.36905,250.328,660.75
-207.609,-619.909,4.38923,251.484,653.75
-190.179,-618.418,4.41404,252.906,647
-174.954,-613.283,4.4345,254.078,637.75
-158.89,-612.992,4.45877,255.469,633.25
-144.153,-609.947,4.48031,256.703,626.75
-129.697,-609.35,4.50267,257.984,623
-114.253,-608.11,4.52667,259.359,618.75
-100.351,-605.744,4.54822,260.594,614
-85.6398,-602.191,4.57112,261.906,608.25
-72.2444,-601.93,4.59294,263.156,606.25
-56.908,-599.555,4.61776,264.578,602.25
-44.1411,-598.374,4.63875,265.781,600
-30.9994,-597.697,4.66057,267.031,598.5
-15.63,-596.795,4.68621,268.5,597
-3.01025,-612.743,4.70748,269.719,612.75
23.0879,-591.8,4.75138,272.234,592.25
36.5444,-589.619,4.77429,273.547,590.75
51.2809,-588.018,4.79938,274.984,590.25
64.1234,-587.008,4.8212,276.234,590.5
76.5943,-585.511,4.84247,277.453,590.5
88.0277,-584.66,4.86183,278.562,591.25
102.508,-582.296,4.88665,279.984,591.25
114.783,-582.04,4.9071,281.156,593.25
129.104,-582.361,4.93055,282.5,596.5
142.37,-579.776,4.95319,283.797,597
155.188,-578.548,4.97446,285.016,599
168.436,-576.133,4.99682,286.297,600.25
182.799,-575.936,5.01973,287.609,604.25
202.671,-594.926,5.04072,288.812,628.5
177.655,-433.24,5.10154,292.297,468.25
184.235,-427.218,5.11954,293.328,465.25
0,0,5.1539,295.297,0
283.196,-567.235,5.17544,296.531,634
313.801,-564.664,5.21962,299.062,646
329.813,-562.72,5.24253,300.375,652.25
343.562,-560.306,5.26244,301.516,657.25
361.332,-562.433,5.28343,302.719,668.5
377.033,-558.98,5.3058,304,674.25
395.613,-560.434,5.32707,305.219,686
422.497,-569.677,5.35052,306.562,709.25
449.944,-554.711,5.39388,309.047,714.25
467.802,-552.901,5.41461,310.234,724.25
488.935,-551.129,5.43806,311.578,736.75
511.98,-551.142,5.46097,312.891,752.25
144.552,-89.9437,5.72658,328.109,170.25
0,0,6.1411,351.859,0
777.42,-93.308,6.16373,353.156,783
774.189,-74.337,6.18746,354.516,777.75
771.949,-56.3115,6.21037,355.828,774
766.752,-39.1395,6.23218,357.078,767.75
764.418,-22.5245,6.25373,358.312,764.75
765.736,-4.5982,6.27718,359.656,765.75
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
765.75,0.417651,0.000545415,0.03125,765.75
762.77,18.7249,0.0245437,1.40625,763
759.634,36.2802,0.0477238,2.73438,760.5
756.46,52.0677,0.0687223,3.9375,758.25
0,0,0.136081,7.79688,0
1923.61,266.602,0.137717,7.89062,1942
0,0,0.180805,10.3594,0
2737.66,556.984,0.200713,11.5,2793.75
0,0,0.203167,11.6406,0
2731.91,620.519,0.223347,12.7969,2801.5
1706.35,438.315,0.251436,14.4062,1761.75
1689.03,473.871,0.273526,15.6719,1754.25
1678.93,512.8,0.296433,16.9844,1755.5
338.962,132.667,0.373064,21.375,364
310.878,132.661,0.403334,23.1094,338
289.089,133.081,0.431423,24.7188,318.25
285.183,137.269,0.448604,25.7031,316.5
285.512,146.163,0.473147,27.1094,320.75
292.229,156.507,0.491692,28.1719,331.5
295.096,168.874,0.51978,29.7812,340
302.179,179.555,0.536143,30.7188,351.5
0,0,0.583321,33.4219,0
512.095,359.614,0.612228,35.0781,625.75
494.868,364.723,0.635136,36.3906,614.75
476.991,368.494,0.65777,37.6875,602.75
465.225,376.521,0.680405,38.9844,598.5
452.265,383.93,0.703858,40.3281,593.25
442.017,393.433,0.727311,41.6719,591.75
432.194,402.366,0.749673,42.9531,590.5
354.177,351.866,0.782125,44.8125,499.25
340.287,352.569,0.803123,46.0156,490
326.746,353.665,0.82494,47.2656,481.5
80.202,121.1,0.985837,56.4844,145.25
73.6071,116.73,1.0082,57.7656,138
71.0748,118.581,1.03083,59.0625,138.25
70.1756,122.008,1.04883,60.0938,140.75
64.9361,125.157,1.09219,62.5781,141
0,0,1.09765,62.8906,0
65.243,127.53,1.09792,62.9062,143.25
60.1706,131.651,1.1421,65.4375,144.75
61.1368,133.958,1.14264,65.4688,147.25
58.8783,137.146,1.16528,66.7656,149.25
54.2003,153.99,1.23237,70.6094,163.25
51.0117,156.128,1.255,71.9062,164.25
47.4356,156.99,1.27736,73.1875,164
43.7126,157.289,1.29972,74.4688,163.25
40.1232,157.985,1.32209,75.75,163
36.5933,159.096,1.34472,77.0469,163.25
0,0,1.36599,78.2656,0
32.969,159.376,1.36681,78.3125,162.75
29.4437,160.573,1.38944,79.6094,163.25
22.4395,163.215,1.43417,82.1719,164.75
0,0,1.45544,83.3906,0
0,0,1.4778,84.6719,0
14.4258,183.935,1.49253,85.5156,184.5
10.4351,186.458,1.51489,86.7969,186.75
6.36385,189.643,1.53725,88.0781,189.75
0,0,1.58961,91.0781,0
-3.94119,200.711,1.59043,91.125,200.75
0,0,1.61197,92.3594,0
-11.218,203.441,1.62588,93.1562,203.75
-16.0737,207.127,1.64824,94.4375,207.75
0,0,1.6567,94.9219,0
-21.067,210.951,1.67033,95.7031,212
0,0,1.67906,96.2031,0
-38.9971,231.488,1.73769,99.5625,234.75
-50.0139,256.927,1.76305,101.016,261.75
0,0,1.76851,101.328,0
-56.3321,258.432,1.78542,102.297,264.5
-86.5179,311.975,1.84132,105.5,323.75
0,0,1.90268,109.016,0
-663.535,1908.44,1.90541,109.172,2020.5
-707.37,1901.43,1.92695,110.406,2028.75
-759.468,1908.17,1.94959,111.703,2053.75
-807.998,1904.98,1.97195,112.984,2069.25
-906.029,1894.22,2.01694,115.562,2099.75
-957.445,1895.68,2.03849,116.797,2123.75
-1385.6,2477.34,2.08076,119.219,2838.5
-1450.5,2464.01,2.10285,120.484,2859.25
-1582.39,2432.32,2.14757,123.047,2901.75
-1611.65,2358.73,2.17021,124.344,2856.75
-3795.12,4873.96,2.23238,127.906,6177.25
-4434.07,4757.58,2.32101,132.984,6503.5
-4573.54,4692.33,2.34338,134.266,6552.5
-4658.94,4570.86,2.36574,135.547,6526.75
-4741.81,4450.93,2.38783,136.812,6503.5
-4929.92,4421.92,2.41046,138.109,6622.5
-5098.73,4371.61,2.43282,139.391,6716.25
-5256.67,4311.66,2.45464,140.641,6798.75
-5469.5,3719.7,2.54436,145.781,6614.5
-2302.65,1006.46,2.72953,156.391,2513
-1107.61,441.196,2.76253,158.281,1192.25
-1094.11,406.694,2.78571,159.609,1167.25
-1121.25,388.818,2.8078,160.875,1186.75
-1174.09,379.012,2.82934,162.109,1233.75
-1245.08,372.138,2.85116,163.359,1299.5
-1207.79,330.701,2.87434,164.688,1252.25
-1183.68,296.499,2.89615,165.938,1220.25
-1175.02,264.872,2.91988,167.297,1204.5
-172.164,10.7661,3.07914,176.422,172.5
-227.861,13.3136,3.08323,176.656,228.25
0,0,3.08759,176.906,0
-329.22,-18.6936,3.19831,183.25,329.75
-327.196,-26.2887,3.22177,184.594,328.25
-312.401,-34.0402,3.25013,186.219,314.25
-339.658,-49.5308,3.2864,188.297,343.25
-337.211,-58.5108,3.3134,189.844,342.25
-335.065,-65.9829,3.33603,191.141,341.5
-332.924,-71.4286,3.35294,192.109,340.5
-330.983,-79.9386,3.37857,193.578,340.5
-328.919,-87.0759,3.40039,194.828,340.25
-327.241,-94.9939,3.42411,196.188,340.75
-325.607,-101.297,3.4432,197.281,341
-322.875,-108.913,3.46693,198.641,340.75
-321.215,-117.408,3.49202,200.078,342
-318.256,-126.568,3.52011,201.688,342.5
-316.292,-133.342,3.54056,202.859,343.25
-314.527,-139.932,3.5602,203.984,344.25
-311.756,-147.761,3.58419,205.359,345
-309.715,-155.367,3.60656,206.641,346.5
-309.215,-161.824,3.62374,207.625,349
-305.499,-171.305,3.65264,209.281,350.25
-304.719,-177.705,3.66955,210.25,352.75
-301.968,-186.18,3.6941,211.656,354.75
-300.094,-192.91,3.71291,212.734,356.75
